ticket_id,merchant_id,opened_at,channel,subject,body,status,txn_ref
TK-100144,MER-0061,2026-04-12 09:03:00,phone,Possible fraudulent payments overnight,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",resolved,
TK-100145,MER-0055,2026-03-27 17:54:00,email,Funds still not in our account,"We have not received settlement for 27 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",closed,PN100037020
TK-100146,MER-0037,2026-04-07 13:11:00,email,Callback not firing on our staging environment,"Our callback endpoint is not receiving anything for successful payments, though the dashboard shows them as successful. We are on the v2 integration. Logs attached in the portal.",open,
TK-100147,MER-0029,2026-04-07 15:51:00,email,How do we handle the pending status?,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",pending_merchant,PN100159480
TK-100148,MER-0020,2026-03-30 17:50:00,whatsapp,Transaction n/a failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,open,
TK-100149,MER-0044,2026-04-04 12:06:00,whatsapp,Where is our payout for 04 Apr?,"Hie, kindly confirm status of our settlement. Amount expected is around 422.34. Ref PN100045816.",pending_merchant,PN100045816
TK-100150,MER-0035,2026-03-25 10:58:00,whatsapp,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref PN100019932 is one example. Is there a problem on the rail side or is it us?,resolved,PN100019932
TK-100151,MER-0051,2026-04-17 06:50:00,email,Add a user to our portal,We are changing our settlement bank. What documents do you need from us?,resolved,
TK-100152,MER-0054,2026-04-09 15:50:00,portal,How do we handle the pending status?,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,
TK-100153,MER-0012,2026-04-06 09:49:00,email,Payment declined repeatedly,We are seeing a lot of declines this afternoon on mobile money. Ref not recorded is one example. Is there a problem on the rail side or is it us?,resolved,
TK-100154,MER-0061,2026-03-23 07:54:00,email,Refund request for PN100085170,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100085170, amount 8.02. She has been calling since yesterday.",closed,PN100085170
TK-100155,MER-0056,2026-03-24 17:17:00,whatsapp,Settlement not received for 24 Mar,Good morning team. We reconciled our till this morning and the payout for 24 Mar 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,closed,
TK-100156,MER-0053,2026-04-07 12:13:00,portal,Funds still not in our account,"Hie, kindly confirm status of our settlement. Amount expected is around 9.55. Ref PN100109564.",open,PN100109564
TK-100157,MER-0027,2026-04-05 19:43:00,portal,Change of bank account details,Please add our new finance officer to the merchant portal with view only access.,pending_merchant,PN100096231
TK-100158,MER-0032,2026-04-15 17:12:00,phone,Funds still not in our account,"We have not received settlement for 15 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,PN100046036
TK-100159,MER-0046,2026-03-18 16:39:00,email,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref not recorded, amount n/a. She has been calling since yesterday.",resolved,
TK-100160,MER-0059,2026-04-19 14:56:00,phone,Request for statement,We are changing our settlement bank. What documents do you need from us?,pending_merchant,PN100000473
TK-100161,MER-0020,2026-03-30 17:57:00,whatsapp,How do we handle the pending status?,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",open,PN100173121
TK-100162,MER-0054,2026-04-29 07:43:00,email,Change of bank account details,We are changing our settlement bank. What documents do you need from us?,pending_merchant,PN100156526
TK-100163,MER-0026,2026-03-04 18:21:00,email,Transaction PN100062675 failed on checkout,We are seeing a lot of declines this afternoon on mobile money. Ref PN100062675 is one example. Is there a problem on the rail side or is it us?,closed,PN100062675
TK-100164,MER-0007,2026-03-30 12:06:00,email,Settlement not received for 30 Mar,Good morning team. We reconciled our till this morning and the payout for 30 Mar 2026 has still not hit our FCA account. Our records show 25.20 collected. Please advise when we should expect it.,resolved,PN100050041
TK-100165,MER-0017,2026-04-21 19:30:00,email,Transaction PN100087182 failed on checkout,"A customer tried to pay 184.80 and got an error on the checkout page, but they are telling me their wallet was debited. Transaction ref is PN100087182. Please reverse or confirm.",resolved,PN100087182
TK-100166,MER-0046,2026-03-29 16:55:00,portal,Suspicious transaction pattern,"We had a series of small payments overnight from what looks like the same payer, all just under our review threshold. One ref is not recorded. Can you block that payer and advise on next steps?",resolved,
TK-100167,MER-0056,2026-04-18 19:29:00,whatsapp,Where is our payout for 18 Apr?,Good morning team. We reconciled our till this morning and the payout for 18 Apr 2026 has still not hit our FCA account. Our records show n/a collected. Please advise when we should expect it.,closed,
TK-100168,MER-0021,2026-03-25 09:09:00,portal,Customer double charged,"Customer was charged twice for the same order. Please reverse one of them. Ref PN100006190, amount 10.85. She has been calling since yesterday.",resolved,PN100006190
TK-100169,MER-0030,2026-03-29 09:59:00,email,Transaction n/a failed on checkout,Customer says payment went through on their phone but our dashboard shows failed. not recorded. They are in the shop now and refusing to pay again.,closed,
TK-100170,MER-0034,2026-04-08 10:26:00,whatsapp,Request for fee breakdown,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,pending_merchant,PN100022010
TK-100171,MER-0013,2026-03-16 15:57:00,email,Settlement not received for 16 Mar,Good morning team. We reconciled our till this morning and the payout for 16 Mar 2026 has still not hit our FCA account. Our records show 5.37 collected. Please advise when we should expect it.,resolved,PN100061576
TK-100172,MER-0042,2026-03-02 12:34:00,portal,Where is our payout for 02 Mar?,Good morning team. We reconciled our till this morning and the payout for 02 Mar 2026 has still not hit our FCA account. Our records show 2.09 collected. Please advise when we should expect it.,open,PN100076650
TK-100173,MER-0027,2026-03-14 07:43:00,portal,Settlement not received for 14 Mar,"Hie, kindly confirm status of our settlement. Amount expected is around 147.12. Ref PN100048486.",resolved,PN100048486
TK-100174,MER-0041,2026-04-24 11:00:00,whatsapp,API returning 401 after key rotation,"We rotated our API key yesterday and now every request returns {""error"":""unauthorised""}. Nothing else changed on our side. Can you check whether the old key is still active?",resolved,PN100088839
TK-100175,MER-0057,2026-04-13 12:56:00,email,Where is our payout for 13 Apr?,"We have not received settlement for 13 Apr 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",resolved,PN100076873
TK-100176,MER-0043,2026-03-05 19:51:00,email,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,closed,PN100147279
TK-100177,MER-0028,2026-04-07 13:07:00,email,API returning 401 after key rotation,"Question on statuses: if a payment sits at pending, how long before we can treat it as failed? Our checkout currently waits 30 seconds then gives up.",closed,PN100112790
TK-100178,MER-0044,2026-03-26 10:29:00,whatsapp,Settlement not received for 26 Mar,"Good morning team. We reconciled our till this morning and the payout for 26 Mar 2026 has still not hit our FCA account. Our records show 3,311.51 collected. Please advise when we should expect it.",open,PN100045432
TK-100179,MER-0017,2026-03-07 09:18:00,email,Fee does not match our agreement,Can you send a breakdown of fees for the period? We need it for our audit and the summary figure alone is not enough.,closed,PN100057629
TK-100180,MER-0009,2026-03-25 14:37:00,portal,Funds still not in our account,"We have not received settlement for 25 Mar 2026. This is the second time this month. Can someone check the batch on your side and come back to me today, we have suppliers waiting.",open,PN100106894
TK-100181,MER-0051,2026-03-11 17:26:00,email,Change of bank account details,Kindly send the statement for last month in Excel rather than PDF.,closed,PN100003411
TK-100182,MER-0050,2026-03-26 14:27:00,email,Fee does not match our agreement,Our finance team has reviewed the statement and the fee charged looks higher than the rate we agreed in the addendum. We understood the new rate applies from April. Please clarify.,pending_merchant,
